,County/Parish,"Notice
Date","Received
Date","Effective 
Date",Company,"Layoff/
Closure","No. Of
Employees",Address
581,San Mateo County,2023-01-03 00:00:00,2023-01-10 00:00:00,2023-03-06 00:00:00,Flagship Facility Services Inc. at Meta Platforms Inc.,Layoff Permanent,34,1 Hacker Way  Menlo Park-1 hacker CA 94025
582,San Mateo County,2023-01-03 00:00:00,2023-01-10 00:00:00,2023-03-06 00:00:00,Flagship Facility Services Inc. at Meta Platforms Inc.,Layoff Permanent,22,1 Facebook Way  Menlo Park - facebook CA 94025
583,San Mateo County,2023-01-03 00:00:00,2023-01-10 00:00:00,2023-03-06 00:00:00,Flagship Facility Services Inc. at Meta Platforms Inc.,Layoff Permanent,9,180 Jefferson Drive  Menlo Park-180 jeffer CA 94025
584,San Mateo County,2023-01-03 00:00:00,2023-01-10 00:00:00,2023-03-06 00:00:00,Flagship Facility Services Inc. at Meta Platforms Inc.,Layoff Permanent,4,100 Independence Drive  Menlo Park-100 independence CA 94025
585,San Mateo County,2023-01-03 00:00:00,2023-01-10 00:00:00,2023-03-06 00:00:00,Flagship Facility Services Inc. at Meta Platforms Inc.,Layoff Permanent,3,135 Constitution Drive  Menlo Park-135 const CA 94025
586,San Mateo County,2023-01-03 00:00:00,2023-01-10 00:00:00,2023-03-06 00:00:00,Flagship Facility Services Inc. at Meta Platforms Inc.,Layoff Permanent,8,162 Jefferson Drive  Menlo Park-162 jeffer CA 94025
587,San Mateo County,2023-01-03 00:00:00,2023-01-10 00:00:00,2023-03-06 00:00:00,Flagship Facility Services Inc. at Meta Platforms Inc.,Layoff Permanent,1,190 Jefferson Drive  Menlo Park-190 jeffer CA 94025
588,San Mateo County,2023-01-03 00:00:00,2023-01-10 00:00:00,2023-03-06 00:00:00,Flagship Facility Services Inc. at Meta Platforms Inc.,Layoff Permanent,1,200 Jefferson Drive  Menlo Park-200 jeffer CA 94025
589,San Mateo County,2023-01-03 00:00:00,2023-01-10 00:00:00,2023-03-06 00:00:00,Flagship Facility Services Inc. at Meta Platforms Inc.,Layoff Permanent,1,220 Jefferson Drive  Menlo Park-220 jeffer CA 94025
590,San Mateo County,2023-01-03 00:00:00,2023-01-10 00:00:00,2023-03-06 00:00:00,Flagship Facility Services Inc. at Meta Platforms Inc.,Layoff Permanent,16,125 Constitution Drive  Menlo Park-125 const CA 94025
591,San Mateo County,2023-01-03 00:00:00,2023-01-10 00:00:00,2023-03-06 00:00:00,Flagship Facility Services Inc. at Meta Platforms Inc.,Layoff Permanent,10,300 Constitution Drive  Menlo Park-300 const CA 94025
592,San Mateo County,2023-01-03 00:00:00,2023-01-10 00:00:00,2023-03-06 00:00:00,Flagship Facility Services Inc. at Meta Platforms Inc.,Layoff Permanent,17,305 Constitution Drive  Menlo Park-305 const CA 94025
593,Orange County,2022-12-28 00:00:00,2023-01-10 00:00:00,2023-02-26 00:00:00,RUME Medical Group,Layoff Permanent,46,18800 Delaware St. Suite 800  Huntington Beach CA 92648
594,San Bernardino County,2023-01-09 00:00:00,2023-01-10 00:00:00,2023-03-31 00:00:00,Prime-Line Products,Closure Permanent,116,26950 San Bernardino Avenue  Redlands CA 92374
595,San Bernardino County,2023-01-09 00:00:00,2023-01-10 00:00:00,2023-06-30 00:00:00,Prime-Line Products,Closure Permanent,3,26950 San Bernardino Avenue  Redlands CA 92374
596,San Diego County,2023-01-05 00:00:00,2023-01-10 00:00:00,2023-03-07 00:00:00,Cue Health - Moda South,Layoff Permanent,81,4980 Carroll Canyon Road #100 Moda South San Diego CA 92121
597,San Diego County,2023-01-05 00:00:00,2023-01-10 00:00:00,2023-03-07 00:00:00,Cue Health - Moda North,Layoff Permanent,12,4980 Carroll Canyon Road #110 Moda North San Diego CA 92121
598,San Diego County,2023-01-05 00:00:00,2023-01-10 00:00:00,2023-03-07 00:00:00,Cue Health - Moda North II,Layoff Permanent,8,Moda North II 5501 Oberlin Drive #105 San Diego CA 92121
599,San Diego County,2023-01-05 00:00:00,2023-01-10 00:00:00,2023-03-07 00:00:00,Cue Health- Moda West,Layoff Permanent,7,Moda West 4940 Carroll Canyon Road #120 San Diego CA 92121
600,San Diego County,2023-01-05 00:00:00,2023-01-10 00:00:00,2023-03-07 00:00:00,Cue Health - Nancy Ridge,Layoff Permanent,39,6225 Nancy Ridge Drive Nancy Ridge San Diego CA 92121
601,San Diego County,2023-01-05 00:00:00,2023-01-10 00:00:00,2023-03-07 00:00:00,Cue Health - Nancy Ridge II,Layoff Permanent,10,6330 Nancy Ridge Drive #107&108 Nancy Ridge II San Diego CA 92121
602,San Diego County,2023-01-05 00:00:00,2023-01-10 00:00:00,2023-03-07 00:00:00,Cue Health - Waples,Layoff Permanent,161,9877 Waples St. Waples San Diego CA 92121
603,San Diego County,2023-01-05 00:00:00,2023-01-10 00:00:00,2023-03-07 00:00:00,Cue Health - Waples II,Layoff Permanent,4,9609 Waples St. Waples II San Diego CA 92121
604,San Diego County,2023-01-05 00:00:00,2023-01-10 00:00:00,2023-03-07 00:00:00,Cue Health - Vista,Layoff Permanent,63,2620 Commerce Way Suite A/B Vista Vista CA 92081
605,San Diego County,2023-01-05 00:00:00,2023-01-10 00:00:00,2023-03-07 00:00:00,Cue Health - Vista II,Layoff Permanent,3,2405 Dogwood Way Vista II Vista CA 92081
606,San Diego County,2023-01-05 00:00:00,2023-01-10 00:00:00,2023-01-13 00:00:00,Silvergate Bank,Layoff Permanent,181,4250 Executive Square Suite 300  La Jolla CA 92037
607,San Francisco County,2023-01-04 00:00:00,2023-01-10 00:00:00,2023-03-10 00:00:00,Heritage on the Marina,Layoff Permanent,17,3400 Laguna Street  San Francisco CA 94123
608,San Francisco County,2023-01-05 00:00:00,2023-01-10 00:00:00,2023-03-06 00:00:00,"Stitch Fix, Inc.",Layoff Permanent,97,"1 Montgomery Tower, Floor 1100  San Francisco CA 94104"
609,San Francisco County,2023-01-06 00:00:00,2023-01-10 00:00:00,2023-03-07 00:00:00,Carbon Health,Layoff Permanent,226,"300 California Street, 7th Floor  San Francisco CA 94104"
610,San Francisco County,2023-01-09 00:00:00,2023-01-10 00:00:00,2023-03-10 00:00:00,Pacific Supermarket,Closure Permanent,59,2900 Alemany Blvd.  San Francisco CA 94112
611,Orange County,2023-01-06 00:00:00,2023-01-10 00:00:00,2023-03-14 00:00:00,Herren Enterprises Inc. dba Doctors Ambulance Service,Closure Permanent,59,2316 South Susan Street  Santa Ana CA 92704
612,Solano County,2023-01-09 00:00:00,2023-01-10 00:00:00,2023-03-10 00:00:00,"Janssen Pharmaceuticals, Inc.",Layoff Permanent,1,700 Eubanks Drive  Vacaville CA 95688
613,Ventura County,2023-01-06 00:00:00,2023-01-10 00:00:00,2023-03-07 00:00:00,Land O'Lakes Inc.,Closure Permanent,5,1535 Rancho Conejo Blvd.  Newbury Park CA 91320
614,Orange County,2023-01-09 00:00:00,2023-01-11 00:00:00,2023-01-09 00:00:00,Aspire Bakeries LLC dba La Brea Bakery Care in Downtown Disney,Closure Permanent,96,1556 Disneyland Drive Downtown Disneyland Park Anaheim CA 92802
615,Los Angeles County,2023-01-11 00:00:00,2023-01-11 00:00:00,2023-03-13 00:00:00,Flexport,Layoff Permanent,43,"12121 Bluff Creek Drive, Suite E250  Playa Vista CA 90094"
616,Riverside County,2023-01-09 00:00:00,2023-01-11 00:00:00,2023-03-09 00:00:00,"PreZero US Services, LLC",Closure Permanent,54,4350 Serrano Drive  Jurupa Valley CA 91752
617,San Bernardino County,2023-01-09 00:00:00,2023-01-11 00:00:00,2023-03-13 00:00:00,"Tree Island Wire, Inc.",Closure Permanent,12,12459 Arrow Route  Rancho Cucamonga CA 91739
618,San Bernardino County,2023-01-09 00:00:00,2023-01-11 00:00:00,2023-03-31 00:00:00,"Tree Island Wire, Inc.",Closure Permanent,9,12459 Arrow Route  Rancho Cucamonga CA 91739
619,San Bernardino County,2023-01-09 00:00:00,2023-01-11 00:00:00,2023-04-28 00:00:00,"Tree Island Wire, Inc.",Closure Permanent,5,12459 Arrow Route  Rancho Cucamonga CA 91739
620,San Bernardino County,2023-01-09 00:00:00,2023-01-11 00:00:00,2023-06-15 00:00:00,"Tree Island Wire, Inc.",Closure Permanent,22,12459 Arrow Route  Rancho Cucamonga CA 91739
621,San Bernardino County,2023-01-10 00:00:00,2023-01-11 00:00:00,2023-04-01 00:00:00,"Ryder Integrated Logistics, Inc.",Closure Permanent,19,10886 Citrus Avenue  Fontana CA 92337
622,San Diego County,2023-01-09 00:00:00,2023-01-11 00:00:00,2023-03-10 00:00:00,Orora Packaging Solutions dba Manufactured Packaging Products,Closure Permanent,47,644 N. Twin Oaks Valley Road  San Marcos CA 92069
623,San Francisco County,2023-01-09 00:00:00,2023-01-11 00:00:00,2022-12-23 00:00:00,"Scale AI, Inc.",Layoff Permanent,1,"155 5th Street, 6th Floor  San Francisco CA 94103"
624,San Francisco County,2023-01-09 00:00:00,2023-01-11 00:00:00,2023-01-09 00:00:00,"Scale AI, Inc.",Layoff Permanent,54,"155 5th Street, 6th Floor  San Francisco CA 94103"
625,San Francisco County,2023-01-09 00:00:00,2023-01-11 00:00:00,2023-01-19 00:00:00,"Scale AI, Inc.",Layoff Permanent,2,"155 5th Street, 6th Floor  San Francisco CA 94103"
626,San Francisco County,2023-01-09 00:00:00,2023-01-11 00:00:00,2023-02-09 00:00:00,"Scale AI, Inc.",Layoff Permanent,1,"155 5th Street, 6th Floor  San Francisco CA 94103"
627,San Francisco County,2023-01-09 00:00:00,2023-01-11 00:00:00,2023-03-10 00:00:00,"Scale AI, Inc.",Layoff Permanent,8,"155 5th Street, 6th Floor  San Francisco CA 94103"
628,San Francisco County,2023-01-09 00:00:00,2023-01-11 00:00:00,2023-03-31 00:00:00,"Scale AI, Inc.",Layoff Permanent,2,"155 5th Street, 6th Floor  San Francisco CA 94103"
629,San Francisco County,2023-01-11 00:00:00,2023-01-11 00:00:00,2023-03-13 00:00:00,Flexport,Layoff Permanent,121,"760 Market Street, 8th Floor  San Francisco CA 94102"
630,San Luis Obispo County,2022-12-19 00:00:00,2023-01-11 00:00:00,2023-01-07 00:00:00,Phillips 66,Closure Permanent,45,2555 Willow Road  Arroyo Grande CA 93420
631,Tulare County,2023-01-10 00:00:00,2023-01-11 00:00:00,2023-02-10 00:00:00,"Land O&rsquo;Lakes, Inc.",Closure Permanent,1,855 E Levin Avenue  Tulare CA 93274
632,Alameda County,2023-01-12 00:00:00,2023-01-12 00:00:00,2023-03-13 00:00:00,Accenture,Layoff Permanent,1,34750 Campus Drive  Fremont CA 94555
633,Alameda County,2023-01-12 00:00:00,2023-01-12 00:00:00,2023-03-13 00:00:00,Accenture,Layoff Permanent,1,34800 Campus Drive  Fremont CA 94555
634,Los Angeles County,2023-01-10 00:00:00,2023-01-12 00:00:00,2023-02-25 00:00:00,The Vons Companies Inc.,Closure Permanent,83,710 Broadway  Santa Monica CA 90401
635,San Mateo County,2023-01-11 00:00:00,2023-01-12 00:00:00,2023-03-12 00:00:00,Verily Life Sciences LLC,Layoff Permanent,119,269 E. Grand Avenue  South San Francisco CA 94080
636,Orange County,2023-01-11 00:00:00,2023-01-12 00:00:00,2023-03-13 00:00:00,"NH Research, LLC",Layoff Permanent,3,16601 Hale Avenue  Irvine CA 92606
637,Orange County,2023-01-11 00:00:00,2023-01-12 00:00:00,2023-07-05 00:00:00,"NH Research, LLC",Layoff Permanent,4,16601 Hale Avenue  Irvine CA 92606
638,Orange County,2023-01-11 00:00:00,2023-01-12 00:00:00,2023-12-29 00:00:00,"NH Research, LLC",Layoff Permanent,44,16601 Hale Avenue  Irvine CA 92606
639,Riverside County,2023-01-10 00:00:00,2023-01-12 00:00:00,2023-03-31 00:00:00,"Ryder Integrated Logistics, Inc.",Closure Permanent,14,6120 Clinker Dr.  JURUPA VALLEY CA 92509
640,Santa Clara County,2023-01-11 00:00:00,2023-01-12 00:00:00,2023-01-13 00:00:00,"Specialized Bicycle Components, Inc.",Layoff Permanent,80,15130 Concord Circle  Morgan Hill CA 95037
641,Los Angeles County,2023-01-12 00:00:00,2023-01-12 00:00:00,2023-03-13 00:00:00,"Beachbody, LLC",Layoff Permanent,80,400 Continental Blvd. Suite 400  El Segundo CA 90245
642,Los Angeles County,2023-01-13 00:00:00,2023-01-13 00:00:00,2023-03-14 00:00:00,The Bungalow Kitchen,Closure Permanent,86,6400 E. Pacific Coast Highway  Long Beach CA 90803
643,San Francisco County,2023-01-12 00:00:00,2023-01-13 00:00:00,2023-01-13 00:00:00,"LendingClub Bank, N.A",Layoff Permanent,68,"595 Market Street, Suite 200  San Francisco CA 94105"
644,San Francisco County,2023-01-12 00:00:00,2023-01-13 00:00:00,2023-02-17 00:00:00,"LendingClub Bank, N.A.",Layoff Permanent,8,"595 Market Street, Suite 200  San Francisco CA 94105"
645,San Francisco County,2023-01-12 00:00:00,2023-01-13 00:00:00,2023-02-25 00:00:00,"LendingClub Bank, N.A.",Layoff Permanent,4,"595 Market Street, Suite 200  San Francisco CA 94105"
646,San Francisco County,2023-01-13 00:00:00,2023-01-13 00:00:00,2023-03-15 00:00:00,"Rainberry, Inc.",Closure Permanent,92,222 Kearny Street  San Francisco CA 94108
647,San Francisco County,2023-01-17 00:00:00,2023-01-17 00:00:00,2023-03-17 00:00:00,Unity Technologies,Layoff Permanent,53,30 3rd Street  San Francisco CA 94103
648,Yolo County,2023-01-12 00:00:00,2023-01-17 00:00:00,2023-03-11 00:00:00,OA Logistics,Closure Permanent,90,2222 Beamer Street  Woodland CA 95776
649,Alameda County,2023-01-13 00:00:00,2023-01-18 00:00:00,2023-03-15 00:00:00,Zymergen Inc.,Layoff Permanent,29,5300 Chiron Way  Emeryville CA 94608
650,Los Angeles County,2022-12-28 00:00:00,2023-01-18 00:00:00,2023-03-31 00:00:00,Radial,Closure Permanent,13,2101 Flotilla St.  Montebello CA 90640
651,Santa Clara County,2022-12-02 00:00:00,2023-01-18 00:00:00,2023-01-31 00:00:00,Intel Corporation,Layoff Permanent,201,2200 Mission College Boulevard  Santa Clara CA 95054
652,Sacramento County,2023-01-13 00:00:00,2023-01-18 00:00:00,2023-03-15 00:00:00,Intel Corporation,Layoff Permanent,167,1900 Prairie City Drive  Folsom CA 95630
653,Sacramento County,2022-12-02 00:00:00,2023-01-18 00:00:00,2023-01-31 00:00:00,Intel Corporation,Layoff Permanent,176,1900 Prairie City Drive  Folsom CA 95630
654,San Francisco County,2023-01-11 00:00:00,2023-01-18 00:00:00,2023-01-15 00:00:00,"eShares, Inc. dba Carta, Inc.",Layoff Permanent,60,"333 Bush Street, Floor 23, Suite 2300  San Francisco CA 94104"
655,Alameda County,2023-01-10 00:00:00,2023-01-19 00:00:00,2023-03-12 00:00:00,"Gallo Sales Company, Inc.",Closure Permanent,93,30825 Wiegman Road  Hayward CA 94544
656,Alameda County,2023-01-17 00:00:00,2023-01-19 00:00:00,2023-03-20 00:00:00,Medallion Industries,Closure Permanent,9,4771 Arroyo Vista Suite F  Livermore CA 94551
657,Alameda County,2023-01-17 00:00:00,2023-01-19 00:00:00,2023-04-28 00:00:00,Medallion Industries,Closure Permanent,5,4771 Arroyo Vista Suite F  Livermore CA 94551
658,Kern County,2023-01-10 00:00:00,2023-01-19 00:00:00,2023-03-12 00:00:00,"Gallo Sales Company, Inc.",Closure Permanent,6,4300 Easton Drive Unit 1  Bakersfield CA 93309
659,Los Angeles County,2023-01-10 00:00:00,2023-01-19 00:00:00,2023-03-12 00:00:00,"Gallo Sales Company, Inc.",Closure Permanent,151,2700 South Eastern Avenue  Commerce CA 90040
660,Riverside County,2023-01-18 00:00:00,2023-01-19 00:00:00,2023-03-20 00:00:00,Aseptic Solutions USA Ventures LLC,Closure Permanent,211,484 Alcoa Circle  Corona CA 92878
661,San Bernardino County,2023-01-10 00:00:00,2023-01-19 00:00:00,2023-03-12 00:00:00,"Gallo Sales Company, Inc.",Closure Permanent,33,4471 Santa Ana Suite B  Ontario CA 91761
662,San Diego County,2023-01-10 00:00:00,2023-01-19 00:00:00,2023-03-12 00:00:00,"Gallo Sales Company, Inc.",Closure Permanent,24,9060 Activity Road Suite D  San Diego CA 92126
663,San Joaquin County,2023-01-10 00:00:00,2023-01-19 00:00:00,2023-04-02 00:00:00,"Berry Global, Inc.",Closure Permanent,25,601 Tesla Drive Suite A  Lathrop CA 95330
664,San Joaquin County,2023-01-10 00:00:00,2023-01-19 00:00:00,2023-04-30 00:00:00,Berry Global Inc.,Closure Permanent,8,601 Tesla Drive Suite A  Lathrop CA 95330
665,San Joaquin County,2023-01-10 00:00:00,2023-01-19 00:00:00,2023-05-29 00:00:00,"Berry Global, Inc.",Closure Permanent,19,601 Tesla Drive Suite A  Lathrop CA 95330
666,Stanislaus County,2023-01-10 00:00:00,2023-01-19 00:00:00,2023-03-12 00:00:00,"Gallo Sales Company, Inc.",Closure Permanent,23,2612 Crows Landing Road  Modesto CA 95358
667,Yolo County,2023-01-10 00:00:00,2023-01-19 00:00:00,2023-03-12 00:00:00,"Gallo Sales Company, Inc.",Closure Permanent,25,1679 Enterprise Blvd #50  West Sacramento CA 95691
668,Fresno County,2023-01-04 00:00:00,2023-01-20 00:00:00,2023-01-03 00:00:00,Madera Community Hospital,Layoff Permanent,8,121 Belmont Ave. Suite 100  Mendota CA 93640
669,Los Angeles County,2023-01-18 00:00:00,2023-01-20 00:00:00,2023-02-19 00:00:00,"Packers Sanitation Services, Inc.",Closure Permanent,143,3049 E Vernon Ave  Los Angeles CA 90058
670,Los Angeles County,2023-01-19 00:00:00,2023-01-20 00:00:00,2023-03-31 00:00:00,"Proterra Operating Company, Inc.",Layoff Permanent,87,383 Cheryl Lane  Walnut CA 91789
671,Los Angeles County,2023-01-18 00:00:00,2023-01-20 00:00:00,2023-03-19 00:00:00,Amazon,Layoff Permanent,16,1620 26th St  Santa Monica CA 90404
672,Los Angeles County,2023-01-18 00:00:00,2023-01-20 00:00:00,2023-03-19 00:00:00,Amazon,Layoff Permanent,39,2425 Olympic Blvd  Santa Monica CA 90404
673,Los Angeles County,2023-01-18 00:00:00,2023-01-20 00:00:00,2023-03-19 00:00:00,Amazon,Layoff Permanent,2,808 Wilshire Blvd  Santa Monica CA 90401
674,Madera County,2023-01-04 00:00:00,2023-01-20 00:00:00,2023-01-03 00:00:00,Madera Community Hospital,Layoff Permanent,687,1250 E. Almond Ave.  Madera CA 93637
675,Madera County,2023-01-04 00:00:00,2023-01-20 00:00:00,2023-01-03 00:00:00,Madera Community Hospital,Layoff Permanent,70,1210 E. Almond Ave.  Madera CA 93637
676,Madera County,2023-01-04 00:00:00,2023-01-20 00:00:00,2023-01-03 00:00:00,Madera Community Hospital,Layoff Permanent,7,285 Hospital Drive  Chowchilla CA 93610
677,Merced County,2023-01-17 00:00:00,2023-01-20 00:00:00,2023-01-16 00:00:00,EMCA Staff LLC/ACME Labor LLC,Layoff Permanent,46,1785 Ashby Rd  Merced CA 95348
678,Santa Clara County,2023-01-18 00:00:00,2023-01-20 00:00:00,2023-03-19 00:00:00,Amazon,Layoff Permanent,52,1120 Enterprise Way  Sunnyvale CA 94089
679,Santa Clara County,2023-01-18 00:00:00,2023-01-20 00:00:00,2023-03-19 00:00:00,Amazon,Layoff Permanent,33,1100 Enterprise Way  Sunnyvale CA 94089
680,Santa Clara County,2023-01-18 00:00:00,2023-01-20 00:00:00,2023-03-19 00:00:00,Amazon,Layoff Permanent,58,1160 Enterprise Way  Sunnyvale CA 94089
681,Santa Clara County,2023-01-18 00:00:00,2023-01-20 00:00:00,2023-03-19 00:00:00,Amazon,Layoff Permanent,7,905 11th Avenue  Sunnyvale CA 94089
682,Santa Clara County,2023-01-18 00:00:00,2023-01-20 00:00:00,2023-03-19 00:00:00,Amazon,Layoff Permanent,5,1100 Discovery Way  Sunnyvale CA 94089
683,Santa Clara County,2023-01-18 00:00:00,2023-01-20 00:00:00,2023-03-19 00:00:00,Amazon,Layoff Permanent,2,1140 Enterprise Way  Sunnyvale CA 94089
684,Santa Clara County,2023-01-20 00:00:00,2023-01-20 00:00:00,2023-03-20 00:00:00,Wayfair LLC,Layoff Permanent,74,150 W Evelyn Ave  Mountain View CA 94041
685,Orange County,2023-01-18 00:00:00,2023-01-20 00:00:00,2023-03-19 00:00:00,Amazon,Layoff Permanent,10,40 Pacifica Suite 100  Irvine CA 92618
686,Orange County,2023-01-18 00:00:00,2023-01-20 00:00:00,2023-03-19 00:00:00,Amazon,Layoff Permanent,1,123 Technology Dr  Irvine CA 92618
687,Orange County,2023-01-18 00:00:00,2023-01-20 00:00:00,2023-03-19 00:00:00,Amazon,Layoff Permanent,17,20 Pacifica Suite 900  Irvine CA 92618
688,Orange County,2023-01-18 00:00:00,2023-01-20 00:00:00,2023-03-19 00:00:00,Amazon,Layoff Permanent,58,17300 Laguna Canyon Road  Irvine CA 92618
689,San Diego County,2023-01-18 00:00:00,2023-01-20 00:00:00,2023-03-19 00:00:00,Amazon,Layoff Permanent,98,10300 Campus Point Dr Suite 200  San Diego CA 92121
690,San Diego County,2023-01-18 00:00:00,2023-01-20 00:00:00,2023-03-19 00:00:00,Amazon,Layoff Permanent,2,4575 La Jolla Village Drive  San Diego CA 92122
691,San Diego County,2023-01-20 00:00:00,2023-01-20 00:00:00,2023-03-21 00:00:00,"Crest Beverage, L.L.C.",Closure Permanent,372,8870 Liquid Ct.  San Diego CA 92121
692,San Francisco County,2023-01-18 00:00:00,2023-01-20 00:00:00,2023-03-19 00:00:00,Amazon,Layoff Permanent,1,200 Paul Ave #402  San Francisco CA 94124
693,San Francisco County,2023-01-18 00:00:00,2023-01-20 00:00:00,2023-03-19 00:00:00,Amazon,Layoff Permanent,20,475 Sansome St 10th floor  San Francisco CA 94111
694,San Francisco County,2023-01-18 00:00:00,2023-01-20 00:00:00,2023-03-19 00:00:00,Amazon,Layoff Permanent,63,188 Spear St 2nd Floor  San Francisco CA 94105
695,San Francisco County,2023-01-18 00:00:00,2023-01-20 00:00:00,2023-03-19 00:00:00,Amazon,Layoff Permanent,20,525 Market St  San Francisco CA 94105
696,Santa Clara County,2023-01-18 00:00:00,2023-01-20 00:00:00,2023-03-20 00:00:00,"8x8, Inc.",Layoff Permanent,61,675 Creekside Way  Campbell CA 95008
697,Santa Barbara County,2023-01-17 00:00:00,2023-01-20 00:00:00,2023-01-16 00:00:00,EMCA Staff LLC/ACME Labor LLC,Layoff Permanent,2,133 E De La Guerra St  Santa Barbara CA 93101
698,Los Angeles County,2023-01-20 00:00:00,2023-01-23 00:00:00,2023-03-31 00:00:00,Google LA 5,Layoff Permanent,22,350 Main Street US-LAX-BIN2 Los Angeles CA 90291
699,Los Angeles County,2023-01-20 00:00:00,2023-01-23 00:00:00,2023-03-31 00:00:00,Google LA 5,Layoff Permanent,6,321 Hampton Drive US-LAX-BIN3 Los Angeles CA 90291
700,Los Angeles County,2023-01-20 00:00:00,2023-01-23 00:00:00,2023-03-31 00:00:00,Google LA 2,Layoff Permanent,2,300 Rose Avenue US-LAX-BIN4 Los Angeles CA 90291
701,Los Angeles County,2023-01-20 00:00:00,2023-01-23 00:00:00,2023-03-31 00:00:00,Google LA 3,Layoff Permanent,4,320 Hampton Drive US-LAX-BIN5 Los Angeles CA 90291
702,Los Angeles County,2023-01-20 00:00:00,2023-01-23 00:00:00,2023-03-31 00:00:00,Google LA 1,Layoff Permanent,5,248 Main Street US-LAX-BIN7 Los Angeles CA 90291
703,Los Angeles County,2023-01-20 00:00:00,2023-01-23 00:00:00,2023-03-31 00:00:00,Google Playa 2,Layoff Permanent,123,5865 Campus Center Drive US-PLV-H15 Playa Vista CA 90094
704,Los Angeles County,2023-01-20 00:00:00,2023-01-23 00:00:00,2023-03-31 00:00:00,Google Playa 1,Layoff Permanent,1,12422 West Bluff Creek Drive US-PLV-H17 Playa Vista CA 90094
705,San Mateo County,2023-01-20 00:00:00,2023-01-23 00:00:00,2023-03-31 00:00:00,Google,Layoff Permanent,20,1100 Grundy Lane  San Bruno CA 94066
706,San Mateo County,2023-01-20 00:00:00,2023-01-23 00:00:00,2023-03-31 00:00:00,Google,Layoff Permanent,31,900 Cherry Avenue  San Bruno CA 94066
707,San Mateo County,2023-01-20 00:00:00,2023-01-23 00:00:00,2023-03-31 00:00:00,Google,Layoff Permanent,40,901 Cherry Avenue  San Bruno CA 94066
708,San Mateo County,2023-01-20 00:00:00,2023-01-23 00:00:00,2023-03-31 00:00:00,Google,Layoff Permanent,24,999-1001 Bayhill Dr.  San Bruno CA 94066
709,Santa Clara County,2023-01-20 00:00:00,2023-01-23 00:00:00,2023-03-31 00:00:00,Google,Layoff Permanent,50,3400 Hillview Avenue US-PAO-HV1 Palo Alto CA 94304
710,Santa Clara County,2023-01-20 00:00:00,2023-01-23 00:00:00,2023-03-31 00:00:00,Google,Layoff Permanent,2,4005 Miranda Avenue US-PAO-MIR2 Palo Alto CA 94304
711,Santa Clara County,2022-12-28 00:00:00,2023-01-23 00:00:00,2023-02-28 00:00:00,Bon Appetit,Layoff Permanent,45,170 State Street  Los Altos CA 94022
712,Santa Clara County,2023-01-20 00:00:00,2023-01-23 00:00:00,2023-03-31 00:00:00,Google,Layoff Permanent,62,100 Bay View Drive  Moffet Field CA 94035
713,Santa Clara County,2023-01-20 00:00:00,2023-01-23 00:00:00,2023-03-31 00:00:00,Google,Layoff Permanent,41,200 Bay View Drive  Moffett Field CA 94035
714,Santa Clara County,2023-01-20 00:00:00,2023-01-23 00:00:00,2023-03-31 00:00:00,Google,Layoff Permanent,30,1015 Joaquin Road  Mountain View CA 94043
715,Santa Clara County,2023-01-20 00:00:00,2023-01-23 00:00:00,2023-03-31 00:00:00,Google,Layoff Permanent,6,1055 Joaquin Road  Mountain View CA 94043
716,Santa Clara County,2023-01-20 00:00:00,2023-01-23 00:00:00,2023-03-31 00:00:00,Google,Layoff Permanent,18,1098 Alta Avenue  Mountain View CA 94043
717,Santa Clara County,2023-01-20 00:00:00,2023-01-23 00:00:00,2023-03-31 00:00:00,Google,Layoff Permanent,5,1161 San Antonio Road  Mountain View CA 94043
718,Santa Clara County,2023-01-20 00:00:00,2023-01-23 00:00:00,2023-03-31 00:00:00,Google,Layoff Permanent,17,1200 Charleston Road  Mountain View CA 94043
719,Orange County,2023-01-20 00:00:00,2023-01-23 00:00:00,2023-03-31 00:00:00,Google,Layoff Permanent,32,19520 Jamboree Road  Irvine CA 92612
720,San Benito County,2022-12-19 00:00:00,2023-01-23 00:00:00,2023-02-18 00:00:00,Hazel Hawkins Hospital,Closure Permanent,432,911 Sunset Drive  Hollister CA 95023
721,San Benito County,2022-12-19 00:00:00,2023-01-23 00:00:00,2023-02-18 00:00:00,Hazel Hawkins Physical Therapy & Rehabilitation Service,Closure Permanent,11,961-A Sunset Drive  Hollister CA 95023
722,San Benito County,2022-12-19 00:00:00,2023-01-23 00:00:00,2023-02-18 00:00:00,Hazel Hawkins Community Health Center at San Juan Bautista,Closure Permanent,5,"301 The Alameda Space B-3 San Juan Bautista, CA 95045  San Juan Bautista CA 95045"
723,San Benito County,2022-12-19 00:00:00,2023-01-23 00:00:00,2023-02-18 00:00:00,Barragan Family Diabetes Center,Closure Permanent,10,930 Sunnyslope Road A-2 Hollister CA 95023
724,San Benito County,2022-12-19 00:00:00,2023-01-23 00:00:00,2023-02-18 00:00:00,Hazel Hawkins Community Health Center,Closure Permanent,18,930 Sunset Drive Bldg 3 Hollister CA 95023
725,San Benito County,2022-12-19 00:00:00,2023-01-23 00:00:00,2023-02-18 00:00:00,Hollister Multispecialty Center,Closure Permanent,8,"890 Sunset Drive, Bldg A Suite 2A Hollister CA 95023"
